# mpu9150 IMU data started at: 14:21:50 2013-05-13
# mpu9150 IMU raw data
# timestamp,ax,ay,az,gx,gy,gz,C
1368480111.436575,65467,65475,4061,33,34,65497,23.19
1368480111.438697,65440,65487,4010,24,22,65498,23.14
1368480111.440876,65451,65492,4070,29,24,65505,23.19
1368480111.442969,65457,65458,4047,22,30,65514,23.14
1368480111.445082,65443,65522,4029,26,28,65496,23.09
1368480111.447215,65461,65489,4060,30,14,65503,23.05
1368480111.449343,65456,65497,4069,30,12,65505,23.09
1368480111.451506,65455,65478,4026,29,7,65489,23.14
1368480111.453595,65441,65480,4054,30,20,65508,23.19
1368480111.455810,65456,65467,4046,14,25,65483,23.05
1368480111.457902,65462,65478,4048,32,21,65511,23.19
1368480111.459978,65473,65505,4042,24,39,65483,23.14
1368480111.462136,65481,65476,4020,23,3,65497,23.19
1368480111.464168,65457,65494,4046,20,23,65497,23.14
1368480111.466314,65470,65500,4033,13,13,65496,23.09
1368480111.468472,65439,65518,4023,26,21,65507,23.14
1368480111.470557,65486,65534,4082,11,31,65497,23.09
1368480111.472685,65451,65510,4006,29,21,65517,23.14
1368480111.474807,65484,65488,4009,28,19,65484,23.09
1368480111.476966,65481,65499,4015,27,23,65508,23.24
1368480111.479038,65465,65507,4027,30,34,65493,23.09
1368480111.481189,65447,65479,3965,34,13,65501,23.05
1368480111.483340,65470,65498,4025,21,26,65500,23.09
1368480111.485532,65469,65480,4050,24,31,65509,23.14
1368480111.487590,65450,65507,4010,27,22,65501,23.09
1368480111.489818,65472,65476,4039,33,22,65493,23.14
1368480111.491922,65455,65477,4024,26,23,65499,23.09
1368480111.494082,65449,65462,4054,33,15,65482,23.05
1368480111.496180,65451,65505,4014,26,25,65509,23.09
1368480111.498305,65469,65501,4043,24,11,65486,23.05
1368480111.500522,65449,65510,4012,34,34,65497,23.19
1368480111.502609,65450,65494,4013,29,16,65483,23.14
1368480111.504702,65426,65513,4026,24,17,65520,23.19
1368480111.506965,65482,65494,3978,24,22,65493,23.14
1368480111.508962,65453,65506,4030,24,23,65509,23.19
1368480111.511081,65464,65503,4071,9,37,65490,23.24
1368480111.513199,65466,65469,4040,22,6,65499,23.09
1368480111.515353,65473,65497,4013,28,26,65518,23.14
1368480111.517460,65470,65481,4018,23,23,65497,23.09
1368480111.519840,65465,65475,4023,26,18,65503,23.24
1368480111.521640,65457,65497,4017,22,25,65491,23.09
1368480111.523820,65465,65482,4011,34,13,65504,23.14
1368480111.525925,65462,65503,4034,28,13,65494,23.09
1368480111.528036,65455,65476,4038,28,16,65500,23.05
1368480111.530156,65454,65468,4002,12,28,65490,23.19
1368480111.532293,65419,65495,4027,26,17,65504,23.14
1368480111.534431,65477,65488,4030,23,17,65508,23.09
1368480111.536595,65447,65464,4053,21,25,65496,23.14
1368480111.538677,65488,65507,4036,25,25,65507,23.09
1368480111.540810,65443,65471,4068,27,19,65492,23.14
1368480111.542940,65470,65467,4060,22,11,65514,23.19
1368480111.545133,65460,65475,4026,22,28,65487,23.14
1368480111.547224,65439,65484,4071,29,16,65500,23.09
1368480111.549324,65460,65494,4018,28,16,65492,23.14
1368480111.551450,65467,65493,4025,20,31,65501,23.09
1368480111.553625,65465,65490,3990,20,30,65510,23.14
1368480111.555713,65444,65479,4011,28,27,65489,23.19
1368480111.557809,65467,65490,3986,28,6,65490,23.14
1368480111.559985,65461,65479,4018,25,18,65481,23.19
1368480111.562108,65438,65498,4034,19,29,65497,23.14
1368480111.564225,65476,65486,4044,27,25,65478,23.09
1368480111.566348,65471,65475,3998,27,6,65506,23.14
1368480111.568493,65458,65482,4029,22,20,65499,23.19
1368480111.570657,65470,65508,4055,27,11,65488,23.14
1368480111.572753,65438,65465,4051,22,23,65499,23.19
1368480111.574938,65456,65493,4048,34,33,65501,23.14
1368480111.577083,65463,65486,4020,26,19,65496,23.19
1368480111.579202,65460,65496,4033,16,31,65507,23.14
1368480111.581281,65443,65484,4011,27,16,65491,23.19
1368480111.583458,65456,65473,4034,34,43,65487,23.14
1368480111.585586,65458,65497,4051,13,13,65501,23.09
1368480111.587776,65474,65478,4021,14,20,65478,23.14
1368480111.589840,65461,65517,4021,31,30,65490,23.19
1368480111.591999,65474,65512,4000,19,6,65487,23.14
1368480111.594098,65461,65523,4023,31,15,65507,23.19
1368480111.596234,65454,65492,4043,32,27,65487,23.05
1368480111.598361,65464,65477,4009,27,20,65499,23.09
1368480111.600497,65484,65504,4022,24,13,65501,23.14
1368480111.602605,65462,65484,4037,9,2,65501,23.19
1368480111.604818,65451,65528,4039,16,12,65496,23.05
1368480111.606907,65438,65486,4017,21,14,65497,23.19
1368480111.609012,65486,65460,4036,14,15,65499,23.14
1368480111.611292,65463,65489,4018,25,30,65486,23.09
1368480111.613284,65457,65502,4019,22,7,65514,23.14
1368480111.615406,65486,65470,3984,25,12,65481,23.19
1368480111.617516,65440,65478,4026,12,34,65510,23.14
1368480111.619703,65468,65484,4038,18,24,65502,23.09
1368480111.621872,65468,65478,4004,14,29,65508,23.24
1368480111.623918,65453,65494,3994,26,8,65508,23.09
1368480111.626055,65460,65494,4004,31,18,65505,23.05
1368480111.628159,65471,65502,4042,13,16,65501,23.09
1368480111.630298,65475,65468,4046,26,18,65494,23.14
1368480111.632410,65479,65473,4028,19,36,65516,23.09
1368480111.634678,65459,65495,4023,35,16,65476,23.24
1368480111.636697,65463,65484,4039,31,29,65517,23.09
1368480111.638866,65471,65472,4048,22,11,65501,23.14
1368480111.640856,65466,65478,4033,31,17,65500,23.19
1368480111.643019,65468,65461,4011,26,24,65498,23.14
1368480111.645122,65470,65484,4030,18,16,65501,23.09
1368480111.647250,65473,65477,4032,22,13,65498,23.14
1368480111.649377,65455,65475,4030,28,19,65499,23.09
1368480111.651504,65461,65470,4045,21,22,65502,23.14
1368480111.653721,65467,65500,4049,17,22,65497,23.19
1368480111.655914,65462,65492,4033,32,14,65520,23.14
1368480111.657985,65444,65486,4028,24,18,65498,23.19
1368480111.660099,65464,65479,4009,21,22,65504,23.14
1368480111.662224,65482,65493,4056,23,12,65488,23.09
1368480111.664348,65487,65496,4015,20,7,65497,23.14
1368480111.666471,65460,65488,4037,20,19,65493,23.09
1368480111.668606,65464,65491,4046,10,34,65512,23.14
1368480111.670924,65447,65515,4052,38,21,65510,23.09
1368480111.672940,65457,65476,4055,29,20,65490,23.14
1368480111.675001,65458,65460,4015,28,5,65503,23.09
1368480111.677143,65460,65489,4039,27,24,65493,23.14
1368480111.679245,65473,65484,4018,29,20,65510,23.19
1368480111.681402,65465,65483,4016,35,23,65494,23.14
1368480111.683517,65479,65480,4016,32,15,65507,23.09
1368480111.685647,65457,65483,4016,28,14,65479,23.14
1368480111.687777,65446,65479,4022,21,33,65498,23.09
1368480111.689944,65471,65475,3978,22,25,65510,23.14
1368480111.692027,65472,65482,4028,19,22,65492,23.09
1368480111.694155,65496,65480,4043,27,15,65504,23.14
1368480111.696285,65471,65487,4057,12,12,65501,23.19
1368480111.698419,65479,65482,4044,28,24,65492,23.14
1368480111.700490,65451,65461,3995,28,29,65490,23.09
1368480111.702612,65453,65488,4036,19,28,65516,23.05
1368480111.704731,65456,65489,4037,21,9,65495,23.19
1368480111.706908,65464,65497,4040,31,29,65513,23.05
1368480111.708990,65462,65484,4029,22,22,65495,23.19
1368480111.711117,65464,65518,4035,22,6,65488,23.14
1368480111.713244,65447,65484,4026,21,6,65502,23.19
1368480111.715375,65469,65473,4035,28,19,65499,23.14
1368480111.717502,65458,65489,4027,15,21,65491,23.09
1368480111.719642,65464,65489,3990,33,6,65491,23.24
1368480111.721838,65482,65483,4046,23,9,65503,23.19
1368480111.724000,65451,65496,4009,26,1,65484,23.14
1368480111.726085,65462,65486,4031,32,29,65497,23.09
1368480111.728214,65470,65489,4041,12,21,65500,23.24
1368480111.730486,65439,65483,4058,29,28,65502,23.09
1368480111.732496,65471,65477,4023,11,26,65496,23.14
1368480111.734634,65471,65505,4024,32,10,65500,23.09
1368480111.736734,65442,65507,4041,36,25,65506,23.14
1368480111.738859,65460,65500,4038,27,10,65491,23.09
1368480111.741055,65486,65470,3998,18,26,65500,23.05
1368480111.743117,65472,65461,4006,22,19,65492,23.09
1368480111.745268,65454,65484,4025,24,13,65506,23.24
1368480111.747383,65462,65490,3998,15,16,65493,23.09
1368480111.749504,65443,65470,4006,28,16,65513,23.05
1368480111.751667,65461,65499,3998,28,12,65499,23.19
1368480111.753835,65457,65502,4070,22,21,65501,23.14
1368480111.755904,65474,65499,4006,32,1,65508,23.19
1368480111.758084,65484,65475,4031,14,25,65484,23.05
1368480111.760166,65469,65493,4048,16,24,65494,23.19
1368480111.762418,65468,65521,4015,16,19,65482,23.14
1368480111.764429,65477,65494,4056,29,15,65501,23.09
1368480111.766550,65445,65482,4023,33,29,65494,23.14
1368480111.768673,65451,65509,4055,26,15,65510,23.19
1368480111.770941,65457,65486,4032,28,14,65497,23.14
1368480111.772916,65478,65486,4022,17,22,65501,23.09
1368480111.775132,65460,65499,4015,33,33,65490,23.05
1368480111.777191,65461,65501,4042,44,7,65504,23.09
1368480111.779314,65454,65518,4022,19,31,65500,23.14
1368480111.781443,65449,65476,4026,20,16,65498,23.19
1368480111.783506,65473,65521,4027,27,32,65511,23.24
1368480111.785692,65439,65505,4027,24,23,65488,23.19
1368480111.787885,65456,65477,4040,21,65535,65508,23.14
1368480111.789952,65472,65493,4071,30,32,65492,23.19
1368480111.792300,65453,65465,4045,32,27,65509,23.05
1368480111.794235,65456,65481,4011,28,22,65495,23.19
1368480111.796361,65469,65495,4020,29,29,65506,23.14
1368480111.798472,65472,65481,4063,31,19,65489,23.09
1368480111.800606,65461,65475,4035,20,18,65488,23.14
1368480111.802726,65490,65475,4040,18,24,65495,23.09
1368480111.804880,65456,65463,4013,28,15,65486,23.14
1368480111.806987,65470,65496,4030,25,19,65506,23.09
1368480111.809156,65487,65493,3948,34,24,65495,23.14
1368480111.811250,65447,65486,4003,13,14,65514,23.09
1368480111.813361,65455,65488,4029,11,22,65494,23.24
1368480111.815514,65465,65486,4049,29,14,65510,23.09
1368480111.817675,65463,65499,4039,23,23,65497,23.14
1368480111.819825,65422,65476,4051,24,7,65509,23.19
1368480111.821811,65467,65501,4055,29,32,65499,23.14
1368480111.823977,65462,65503,4005,28,14,65505,23.09
1368480111.826118,65463,65495,4063,23,34,65508,23.14
1368480111.828201,65452,65466,4055,39,8,65490,23.09
1368480111.830335,65470,65504,4033,27,23,65503,23.05
1368480111.832458,65470,65503,4038,17,12,65494,23.09
1368480111.834588,65469,65482,4008,28,31,65508,23.14
1368480111.836718,65473,65504,4006,32,43,65505,23.09
1368480111.838833,65471,65494,4003,26,16,65511,23.14
1368480111.840993,65465,65474,4021,28,29,65497,23.09
1368480111.843149,65466,65490,4043,13,25,65497,23.14
1368480111.845292,65420,65494,4057,8,42,65517,23.19
1368480111.847518,65464,65493,4021,29,15,65502,23.14
1368480111.849581,65461,65487,4008,28,26,65515,23.19
1368480111.851852,65464,65479,4025,20,25,65495,23.14
1368480111.853825,65447,65467,4035,28,18,65511,23.09
1368480111.855951,65470,65507,4017,28,26,65478,23.14
1368480111.858104,65485,65487,4048,21,27,65518,23.19
1368480111.860282,65444,65481,4014,21,25,65490,23.05
1368480111.862335,65450,65481,4072,30,30,65506,23.00
1368480111.864466,65466,65480,4022,23,6,65484,23.14
1368480111.866592,65456,65478,4050,20,21,65510,23.19
1368480111.868721,65446,65486,4026,30,29,65491,23.05
1368480111.870887,65457,65503,4039,22,13,65496,23.09
1368480111.873013,65453,65486,4020,14,12,65504,23.14
1368480111.875100,65445,65482,3991,28,20,65493,23.00
1368480111.877278,65436,65493,4029,29,0,65509,23.14
1368480111.879365,65466,65478,4076,24,27,65495,23.00
1368480111.881484,65458,65482,4046,33,30,65499,23.24
1368480111.883549,65465,65489,4009,26,31,65496,23.09
1368480111.885682,65438,65459,4006,27,1,65509,23.14
1368480111.887810,65473,65473,4065,17,24,65493,23.19
1368480111.889948,65454,65460,3971,19,28,65497,23.14
1368480111.892073,65450,65472,4004,27,33,65500,23.09
1368480111.894242,65480,65487,4046,23,15,65488,23.14
1368480111.896324,65463,65489,4024,28,6,65508,23.09
1368480111.898440,65461,65492,4031,33,21,65480,23.14
1368480111.900668,65467,65482,4069,13,41,65517,23.00
1368480111.902786,65486,65471,4033,29,19,65483,23.14
1368480111.905816,65448,65474,4025,30,41,65514,23.19
1368480111.907061,65454,65470,4058,21,18,65502,23.14
1368480111.909166,65435,65494,4011,28,26,65502,23.19
1368480111.911342,65444,65496,4032,30,16,65515,23.14
1368480111.913454,65458,65486,4053,16,21,65510,23.09
1368480111.915574,65455,65493,4017,35,20,65508,23.05
1368480111.917720,65467,65494,4028,16,22,65484,23.09
1368480111.919799,65443,65498,3997,22,15,65504,23.14
1368480111.921965,65453,65489,4091,21,19,65499,23.09
1368480111.924078,65476,65488,4002,16,21,65515,23.14
1368480111.926206,65455,65499,4037,22,11,65492,23.09
1368480111.928383,65440,65496,4026,21,18,65501,23.14
1368480111.930463,65456,65502,4007,20,22,65511,23.09
1368480111.932589,65467,65482,4038,16,17,65503,23.14
1368480111.934706,65466,65486,4004,25,28,65494,23.19
1368480111.936886,65446,65468,4025,7,23,65500,23.24
1368480111.938995,65446,65482,4066,21,20,65504,23.09
1368480111.941031,65469,65472,4021,22,23,65485,23.05
1368480111.943165,65460,65479,4044,25,31,65517,23.19
1368480111.945329,65473,65477,4060,17,33,65509,23.24
1368480111.947422,65471,65481,3999,27,24,65513,23.09
1368480111.949544,65461,65484,4062,26,38,65493,23.14
1368480111.951678,65462,65475,4012,22,23,65507,23.09
1368480111.953807,65465,65507,4057,21,26,65482,23.05
1368480111.955950,65470,65499,4056,27,14,65503,23.19
1368480111.958060,65478,65478,3997,19,29,65500,23.05
1368480111.960188,65468,65462,4023,27,21,65491,23.19
1368480111.962354,65479,65468,3989,30,13,65499,23.14
1368480111.964457,65465,65471,4043,20,13,65501,23.19
1368480111.966565,65473,65488,4055,35,31,65513,23.14
1368480111.968716,65463,65486,4036,23,25,65493,23.19
1368480111.970808,65485,65495,4026,18,26,65520,23.24
1368480111.972993,65487,65494,4066,25,28,65504,23.19
1368480111.975095,65469,65504,4002,18,24,65506,23.14
1368480111.977222,65480,65479,4040,21,36,65508,23.09
1368480111.979766,65427,65493,4040,20,35,65487,23.14
1368480111.981362,65439,65487,4046,19,3,65510,23.19
1368480111.983601,65465,65490,4001,24,29,65489,23.14
1368480111.985690,65459,65489,4031,32,24,65497,23.09
1368480111.987854,65454,65484,4030,24,20,65489,23.14
1368480111.990007,65464,65490,4028,23,31,65509,23.09
1368480111.992122,65430,65495,4004,33,28,65490,23.05
1368480111.994239,65446,65490,4031,22,19,65503,23.19
1368480111.996502,65466,65495,4019,21,31,65493,23.14
1368480111.998602,65465,65487,4014,27,65522,65505,23.00
1368480112.000660,65451,65488,4035,33,19,65501,23.14
1368480112.002788,65487,65486,3991,25,20,65507,23.19
1368480112.004912,65492,65492,4027,21,18,65505,23.14
1368480112.007024,65471,65485,4015,21,33,65496,23.19
1368480112.009156,65464,65486,4063,27,37,65501,23.14
1368480112.011282,65481,65475,4012,19,18,65503,23.09
1368480112.013456,65473,65470,4023,16,23,65500,23.24
1368480112.015539,65463,65483,3985,25,5,65492,23.19
1368480112.017737,65473,65482,4042,33,13,65504,23.14
1368480112.019883,65486,65488,4006,27,4,65498,23.19
1368480112.022005,65458,65509,4027,33,15,65502,23.14
1368480112.024134,65461,65473,4024,20,18,65499,23.19
1368480112.026252,65442,65463,4027,18,22,65496,23.24
1368480112.028380,65479,65503,4023,29,23,65506,23.09
1368480112.030558,65470,65483,4021,23,8,65481,23.14
1368480112.032637,65443,65470,4076,32,18,65514,23.19
1368480112.034772,65464,65465,4081,20,28,65498,23.14
1368480112.036821,65450,65471,4024,31,13,65504,23.19
1368480112.038988,65473,65514,4032,17,16,65494,23.14
1368480112.041082,65487,65520,4024,20,29,65502,23.09
1368480112.043215,65460,65511,4055,21,22,65503,23.24
1368480112.045342,65454,65471,4047,27,34,65505,23.09
1368480112.047520,65473,65471,4043,26,17,65498,23.14
1368480112.049599,65459,65486,4044,25,24,65496,23.19
1368480112.051733,65479,65483,4051,15,8,65503,23.14
1368480112.053847,65460,65489,4048,20,16,65475,23.09
1368480112.055983,65449,65486,4024,30,31,65508,23.05
1368480112.058121,65467,65471,4008,31,28,65490,23.09
1368480112.060359,65440,65500,3996,20,21,65509,23.14
1368480112.062456,65445,65489,4066,30,11,65480,23.09
1368480112.064622,65467,65482,4025,26,10,65493,23.14
1368480112.066706,65463,65503,4006,13,35,65484,23.19
1368480112.068847,65445,65479,4028,24,15,65490,23.14
1368480112.070978,65473,65494,4046,28,11,65511,23.09
1368480112.073092,65449,65504,4031,41,24,65473,23.14
1368480112.075221,65439,65492,4052,32,13,65498,23.09
1368480112.077358,65494,65492,4064,22,29,65487,23.14
1368480112.079480,65441,65476,4032,34,27,65502,23.00
1368480112.081659,65457,65462,4020,16,20,65491,23.14
1368480112.083746,65460,65473,4020,33,23,65505,23.19
1368480112.085901,65478,65484,4006,30,30,65495,23.14
1368480112.087989,65476,65504,4044,17,30,65490,23.19
1368480112.090115,65439,65488,4035,19,22,65507,23.05
1368480112.092243,65421,65486,4040,19,21,65493,23.09
1368480112.094900,65454,65505,4030,27,31,65505,23.05
1368480112.096534,65462,65486,4016,15,23,65487,23.09
1368480112.098786,65477,65487,3977,24,22,65526,23.14
1368480112.100798,65465,65494,4059,26,23,65474,23.09
1368480112.102899,65480,65480,4059,19,21,65503,23.05
1368480112.105024,65473,65479,4057,23,14,65500,23.19
1368480112.107169,65471,65489,4021,28,23,65509,23.14
1368480112.109305,65475,65500,4031,28,22,65494,23.19
1368480112.111414,65472,65496,4013,32,65532,65486,23.14
1368480112.113540,65468,65504,4025,18,8,65505,23.19
1368480112.115707,65460,65482,4080,31,30,65496,23.14
1368480112.117867,65450,65517,4051,26,12,65504,23.09
1368480112.119904,65444,65503,4011,16,16,65482,23.14
1368480112.121967,65475,65483,4018,35,16,65507,23.09
1368480112.124123,65435,65479,4056,17,4,65494,23.05
1368480112.126223,65440,65471,4040,28,25,65502,23.09
1368480112.128376,65459,65482,4018,34,32,65501,23.14
1368480112.130483,65466,65483,4014,17,24,65513,23.00
1368480112.132659,65462,65479,4031,31,33,65499,23.14
1368480112.134745,65460,65494,4038,25,27,65499,23.09
1368480112.136895,65470,65479,4033,21,25,65498,23.24
1368480112.139000,65464,65471,4071,25,22,65484,23.19
1368480112.141128,65454,65462,4047,14,40,65497,23.14
1368480112.143261,65443,65501,4012,20,28,65489,23.09
1368480112.145579,65463,65479,4026,25,13,65516,23.05
1368480112.147516,65473,65476,4025,25,17,65498,23.09
1368480112.149695,65452,65466,4032,41,33,65516,23.14
1368480112.151772,65478,65485,3994,31,13,65481,23.19
1368480112.153928,65456,65499,4051,30,12,65505,23.14
1368480112.156050,65476,65517,4042,36,10,65497,23.09
1368480112.158178,65451,65490,4043,13,20,65495,23.05
1368480112.160312,65476,65484,4003,27,27,65508,23.19
1368480112.162433,65471,65468,4015,19,22,65493,23.14
1368480112.164576,65458,65492,4024,23,13,65502,23.09
1368480112.166722,65443,65486,4020,35,33,65503,23.14
1368480112.168790,65464,65497,3983,23,1,65508,23.09
1368480112.170961,65455,65509,4078,24,35,65484,23.14
1368480112.173061,65455,65511,4034,31,10,65518,23.09
1368480112.175182,65503,65492,4041,18,26,65490,23.14
1368480112.177321,65446,65500,3951,26,25,65505,23.09
1368480112.179458,65448,65489,4044,34,19,65502,23.05
1368480112.181596,65452,65505,4047,20,21,65498,23.19
1368480112.183758,65460,65478,4001,20,29,65493,23.14
1368480112.185853,65464,65517,4039,22,5,65496,23.09
1368480112.187928,65461,65482,4022,28,48,65509,23.14
1368480112.190102,65464,65487,4081,44,2,65488,23.19
1368480112.192231,65456,65511,4025,17,17,65510,23.14
1368480112.194362,65457,65490,4041,24,25,65506,23.19
1368480112.196490,65465,65482,4011,42,23,65503,23.14
1368480112.198620,65452,65471,4029,35,14,65493,23.09
1368480112.200803,65441,65475,3990,26,10,65502,23.14
1368480112.202894,65454,65454,4022,13,32,65498,23.09
1368480112.205005,65457,65463,4013,26,1,65494,23.14
1368480112.207130,65464,65505,4024,24,26,65517,23.09
1368480112.209265,65476,65473,4039,24,6,65488,23.14
1368480112.211391,65478,65510,3987,21,4,65503,23.09
1368480112.213528,65466,65465,4035,26,16,65478,23.05
1368480112.215653,65456,65484,4011,22,23,65512,23.09
1368480112.217818,65488,65471,4039,17,14,65488,23.24
1368480112.219932,65452,65495,3978,26,4,65499,23.09
1368480112.222035,65447,65490,4031,35,12,65494,23.05
1368480112.224168,65475,65502,4086,26,23,65492,23.09
1368480112.226294,65458,65484,4012,25,31,65516,23.14
1368480112.228424,65470,65494,4004,17,17,65490,23.09
1368480112.230549,65444,65481,4044,26,9,65495,23.14
1368480112.232680,65468,65466,4023,10,11,65478,23.09
1368480112.234855,65443,65493,4015,24,26,65514,23.14
1368480112.236946,65465,65505,4042,25,25,65486,23.19
1368480112.239067,65462,65487,4061,27,23,65508,23.14
1368480112.241251,65468,65507,4083,34,29,65493,23.19
1368480112.243377,65459,65497,4026,22,33,65500,23.14
1368480112.245504,65454,65495,4066,23,17,65501,23.19
1368480112.247650,65454,65471,4031,31,22,65500,23.14
1368480112.249766,65442,65459,4037,16,18,65499,23.19
1368480112.251917,65453,65484,4001,19,18,65487,23.14
1368480112.253993,65478,65504,4037,14,16,65512,23.19
1368480112.256124,65449,65480,4035,17,30,65480,23.24
1368480112.258257,65462,65490,3994,26,12,65516,23.09
1368480112.260383,65460,65473,4006,18,33,65488,23.14
1368480112.262511,65460,65494,4042,26,9,65514,23.09
1368480112.264638,65453,65489,4023,33,17,65494,23.05
1368480112.266773,65451,65487,4009,26,5,65510,23.00
1368480112.268948,65479,65499,4044,19,11,65503,23.05
1368480112.271030,65467,65490,4018,17,21,65488,23.09
1368480112.273155,65478,65496,4032,18,19,65518,23.14
1368480112.275291,65450,65495,4026,17,11,65506,23.09
1368480112.277388,65450,65493,4062,16,24,65512,23.14
1368480112.279525,65462,65475,4042,28,26,65484,23.09
1368480112.281631,65440,65478,4040,25,29,65508,23.14
1368480112.283751,65468,65481,4000,11,1,65496,23.09
1368480112.285950,65455,65490,4015,29,7,65508,23.14
1368480112.288017,65439,65492,4068,21,14,65494,23.19
1368480112.290132,65437,65504,4035,29,26,65491,23.14
1368480112.292275,65472,65481,3992,28,18,65488,23.09
1368480112.294405,65451,65490,4066,24,18,65515,23.14
1368480112.296534,65458,65490,4030,18,29,65492,23.09
1368480112.298662,65454,65487,4057,25,65533,65485,23.14
1368480112.300822,65443,65500,4033,17,41,65519,23.19
1368480112.303009,65471,65483,4031,35,20,65481,23.14
1368480112.305259,65478,65477,4023,30,17,65512,23.09
1368480112.307281,65457,65479,4041,22,37,65503,23.14
1368480112.309378,65453,65496,4076,21,6,65507,23.19
1368480112.311478,65478,65490,4072,33,13,65505,23.05
1368480112.313648,65471,65482,4055,19,36,65499,23.00
1368480112.315769,65475,65472,4047,22,8,65508,23.24
1368480112.317862,65467,65493,4029,17,34,65493,23.19
1368480112.320051,65479,65494,4036,23,6,65504,23.24
1368480112.322149,65455,65486,4046,17,22,65491,23.09
1368480112.324248,65467,65502,4050,27,19,65509,23.05
1368480112.326375,65479,65459,4009,28,23,65497,23.19
1368480112.328508,65467,65487,4060,30,1,65507,23.05
1368480112.330659,65468,65480,4033,16,35,65502,23.09
1368480112.332797,65471,65485,4029,21,18,65500,23.14
1368480112.334915,65476,65475,4057,28,65535,65504,23.09
1368480112.337084,65465,65509,4042,26,15,65495,23.14
1368480112.339171,65452,65472,4018,32,22,65517,23.19
1368480112.341302,65478,65492,4021,26,26,65483,23.14
1368480112.343411,65465,65491,4015,32,32,65511,23.19
1368480112.345545,65469,65498,4036,13,17,65490,23.14
1368480112.347670,65466,65478,4030,19,8,65503,23.09
1368480112.349792,65459,65489,4043,23,30,65494,23.14
1368480112.351943,65463,65468,4059,21,20,65523,23.09
1368480112.354092,65439,65505,4047,21,35,65493,23.14
1368480112.356185,65465,65504,4066,20,5,65497,23.09
1368480112.358307,65454,65484,4031,28,16,65515,23.05
1368480112.360437,65466,65490,4035,32,22,65501,23.09
1368480112.362566,65484,65479,4037,10,22,65508,23.14
1368480112.364682,65455,65490,4025,26,21,65491,23.09
1368480112.366831,65457,65485,4036,34,24,65516,23.14
1368480112.370928,65471,65482,4051,17,7,65487,23.09
1368480112.371140,65449,65494,4058,14,18,65501,23.05
1368480112.373186,65442,65481,4030,28,28,65498,23.09
1368480112.375300,65458,65497,4021,33,27,65512,23.05
1368480112.377429,65438,65500,4039,22,23,65499,23.09
# mpu9150 IMU data closed at: 14:21:52 2013-05-13
